Date,SHA Inflow,SHA Outflow,KWK Outflow,SHA Elev,KWK Elev,SHA Storage,SAC Flow,SAC Temp,MCC Flow,MCC Temp,PIT Flow,PIT Temp,SQW Flow,SQW Temp,Upper Gate Ops,Middle Gate Ops,Lower Gate Ops,Side Gate Ops,SPP Temp,Air Temp,Dew Point,Wind Speed,Cloud Cover,Solar Rad,Precip,Mid Prof Temp,Low Prof Temp,SideProf Temp,SHA Temp,KWK Temp
277,102.55741,75.83411,172.2137,300.92683,177.07978,2556178,6.07901,14.28,8.46996,11.17,87.49066,10.22,0.42475,11.17,0,0,2,2,12.5,20.00429,5.22091,2.81305,1.40372,229.812,0.0018,18.34815,9.72222,8.4,10.38168724,11.47614455
278,91.78874,137.58393,172.19953,300.875,177.1062,2552725,5.63804,15.17,7.64184,11.5,78.06464,9.94,0.42475,11.5,0,0,2,2,12.67593,21.56917,4.59501,2.90929,0.74113,226.87117,0,18.34444,9.77778,8.41111,10.41343557,11.36610977
279,93.43238,130.01752,173.02135,300.83232,177.01842,2549880,5.84271,15.17,8.17516,11.44,78.92486,9.72,0.42475,11.44,0,0,2,2,12.5787,23.83013,4.24423,2.72915,0.23035,227.69478,0.00334,18.34074,9.83333,8.42222,10.49074074,11.31565421
280,93.68743,138.1507,173.50311,300.78049,176.81987,2546424,5.92576,14.56,8.40296,11.11,78.85616,9.39,0.42475,11.11,0,0,2.5,2,12.49769,25.14245,0.16246,2.64761,0.12925,227.33684,0.00079,18.33704,9.88889,8.43333,10.61521026,11.28335933
281,69.65629,122.67782,174.28714,300.71951,177.14329,2542359,3.90529,14,4.49284,10.72,61.07314,9.22,0.42475,10.72,0,0,3,2,12.30787,24.84968,-6.37429,2.35864,1.05686,227.50612,0.00113,18.33333,9.94444,8.44444,10.79499421,11.22463349
282,76.42922,160.9066,173.24806,300.625,177.19309,2536057,5.6603,13.94,7.9688,10.83,62.3398,9.11,0.42475,10.83,0,0,3,2,12.32407,23.43141,-8.29485,2.3491,7.48331,200.28377,0,18.30741,10.02593,8.45926,10.800299,11.23416602
283,72.91523,125.82341,179.27474,300.56402,177.05589,2532024,5.5872,12.89,7.7812,10.33,59.1052,9,0.42475,10.33,0,0,3,2,12.06944,21.69417,-4.23561,2.80367,5.13699,169.95633,0,18.28148,10.10741,8.47407,10.91052598,11.38922647
284,99.95026,148.83435,179.10235,300.5061,176.94601,2528203,7.14596,11.83,10.92216,9.33,81.16936,9,0.42475,9.33,0,0,3,2,12.1713,16.34881,-7.89669,4.03312,0,224.81885,0,18.25556,10.18889,8.48889,10.87803819,11.38234632
285,82.63537,136.42204,201.99522,300.44512,177.36153,2524180,4.38163,11.5,5.29148,9.11,72.70558,8.94,0.42475,9.11,0,0,3,2,12.22222,17.04722,-12.27708,2.83456,0.023,224.02679,0,18.22963,10.27037,8.5037,10.9928948,11.46248071
286,80.79336,118.88045,206.04646,300.39939,177.5503,2521163,4.13558,11.61,5.08568,9.22,71.35628,8.89,0.42475,9.22,0,0,3,2,12.24769,19.15549,-8.24115,1.7377,1.07887,217.34694,0,18.2037,10.35185,8.51852,11.11985597,11.50885738
287,82.60703,113.75116,203.13466,300.3628,177.3435,2518749,4.60241,11.78,6.02636,9.28,71.68506,8.83,0.42475,9.28,0,0,3,2,12.15509,21.40907,-6.37574,1.43515,0.64806,212.87396,0,18.17778,10.43333,8.53333,11.08024691,11.60722094
288,94.22586,111.48407,204.98376,300.34146,177.24721,2517342,5.82217,11.94,8.07332,9.22,79.84522,8.78,0.42475,9.22,0,0,3,2,12.20602,20.90384,-6.39809,1.57694,0.2256,211.37621,0,18.15185,10.51481,8.54815,11.0393197,11.66149048
289,98.41998,125.36999,204.70037,300.30488,177.0578,2514928,5.91379,11.89,8.37884,9.22,83.61414,8.72,0.42475,9.22,0,0,3,2,12.09954,20.05544,-6.69539,1.80481,0.17453,211.33263,0.00417,18.12593,10.5963,8.56296,11.17946245,11.62101337
290,77.73279,128.00548,217.8424,300.25,177.09324,2511327,4.84787,12.11,6.17052,9.56,66.39142,8.72,0.42475,9.56,0,0,3,2,11.9537,19.6649,-4.43896,1.51433,0.60756,207.19386,0.0038,18.1,10.67778,8.57778,11.82097158,11.61607832
291,85.46923,131.00937,219.92883,300.20122,177.16895,2508127,5.78892,12.22,8.00632,9.61,71.20072,8.67,0.42475,9.61,0,0,3,2,11.86574,17.86671,-2.83087,1.83399,5.61382,194.43903,0,18.07407,10.75926,8.59259,12.35257523,11.71646734
292,77.47775,120.21236,219.0279,300.15244,177.28646,2504926,5.6441,12,7.8836,9.39,63.5206,8.67,0.42475,9.39,0,0,3,2,11.78241,17.90635,-1.21068,1.41119,1.61615,196.84846,0.001,18.04815,10.84074,8.60741,12.54578189,12.15174897
293,90.68354,148.04087,218.71617,300.08841,177.30234,2500725,6.34501,11.89,9.29596,9.44,74.48666,8.67,0.42475,9.44,0,0,3,2,11.88426,17.6264,-1.10764,3.76413,0.66032,196.83961,0,18.02222,10.92222,8.62222,12.3833912,12.49946952
294,84.02396,216.59196,217.64521,299.94207,176.8562,2491144,5.55883,11.94,7.83268,9.22,70.20078,8.72,0.42475,9.22,0,0,3,2,12.13426,16.47041,0.7477,3.56701,0,192.83081,0,17.9963,11.0037,8.63704,11.87302276,12.60389339
295,105.64632,217.52713,216.91549,299.81707,177.16082,2482988,6.48865,11.39,9.5854,8.83,88.9909,8.72,0.42475,8.83,0,0,3,2,12.95139,16.98775,-0.16477,1.89717,0.28762,191.90202,0.00471,17.97037,11.08519,8.65185,11.77544689,12.1322981
296,107.91341,187.31818,217.80461,299.73171,177.4516,2477418,5.86493,11.11,8.28828,9,93.27338,8.78,0.42475,9,0,0,3,2,12.35417,14.52204,-2.12657,2.73319,0.64608,191.07794,0,17.94444,11.16667,8.66667,11.83900784,11.93843236
297,107.20494,200.52397,221.35993,299.62805,177.29459,2470679,5.62243,11.28,7.61828,9,93.52838,8.78,0.42475,9,0,0,3,2,11.75231,12.80758,-0.5361,3.05901,7.4229,174.48473,0,17.84848,11.24495,8.70455,11.88855131,11.95889596
298,54.26843,198.37024,216.46207,299.47256,177.07927,2460592,4.5905,10.61,5.418,8.56,44.043,8.72,0.42475,8.56,0,0,3,2,11.77778,14.81843,1.15567,1.41152,2.53532,171.41528,0.01879,17.75253,11.32323,8.74242,12.00307034,12.08944187
299,32.61773,209.62066,217.74676,299.28049,177.33079,2448169,4.98595,10.28,6.3962,8.28,20.9527,8.67,0.42475,8.28,0,0,3,2,12.19344,14.84563,-1.74023,2.67913,0.17346,183.69255,0.01688,17.65657,11.40152,8.7803,12.14827675,12.16375707
300,95.78449,204.91645,218.702,299.16159,177.34235,2440497,6.74007,10.33,9.76172,8.28,78.66662,8.61,0.42475,8.28,0,0,3,2,12.09722,15.67293,-2.17947,2.08398,4.79216,172.29895,0,17.56061,11.4798,8.81818,12.21886253,12.2388921
301,111.20069,178.6749,218.7823,299.08537,177.08371,2435579,5.47524,9.61,7.21304,7.67,98.08984,8.56,0.42475,7.67,0,0,3,2,11.99074,17.03904,-5.93579,3.422,3.61982,171.84045,0.00215,17.46465,11.55808,8.85606,12.29468879,12.22310635
302,96.63464,183.77585,218.87912,298.9878,177.39647,2429320,6.02453,8.5,8.31988,6.83,81.78698,8.5,0.42475,6.83,0,0,3,2,11.96759,12.4025,-7.60162,3.46252,3.30674,119.1685,0.004,17.36869,11.63636,8.89394,12.38422711,12.20921746
303,74.07711,188.02664,218.52371,298.85976,177.3985,2421105,4.70379,7.28,5.69884,5.89,63.39414,8.39,0.42475,5.89,0,0,3,2,11.82407,11.80893,-5.82689,2.39593,1.3985,177.50116,0.00052,17.27273,11.71465,8.93182,12.40578382,12.21071245
304,75.83411,173.54562,218.92517,298.75,177.16387,2414071,4.90541,6.28,6.00436,5.33,64.62306,8.28,0.42475,5.33,0,0,3,2,11.875,10.61156,-13.45092,2.99785,3.1753,168.26622,0,17.17677,11.79293,8.9697,12.43441358,12.17132845
305,93.09232,213.30468,220.01148,298.61585,177.37551,2405498,5.98212,5.89,8.11352,5,78.51192,8.11,0.42475,5,0,0,3,2,12.02315,8.89753,-17.80461,2.56326,3.20233,162.96449,0,17.08081,11.87121,9.00758,12.46947338,12.19198495
306,99.21346,196.66992,219.77651,298.5061,177.58727,2398484,6.52018,6.28,9.42728,5.5,82.69988,8.06,0.42475,5.5,0,0,3,2,11.91898,11.97921,-25.25867,1.21103,1.85131,170.05298,0.00781,16.98485,11.94949,9.04545,12.55470358,12.27948174
307,90.42849,197.88848,219.47541,298.38415,177.52147,2390724,5.7176,6.83,7.7496,5.83,76.5316,8,0.42475,5.83,0,0,3,2,11.96065,13.84094,-19.38967,1.65885,1.68544,167.15251,0.00078,16.88889,12.02778,9.08333,13.16565394,12.3638278
308,106.60983,165.58247,220.0044,298.31707,177.68026,2386462,6.04818,7.06,8.35528,5.78,91.71788,7.94,0.42475,5.78,0,0,3,2,11.90972,13.90582,-14.86195,1.33849,0.84912,167.91548,0.00264,16.79293,12.10606,9.12121,13.60980903,12.59180491
309,119.84396,181.11202,205.116,298.24695,177.98857,2382006,6.6885,7.22,9.706,5.94,102.841,7.83,0.42475,5.94,0,0,3,2,12.15278,12.41394,-16.59273,2.64403,1.45412,165.02034,0,16.69697,12.18434,9.15909,13.66829025,12.89531893
310,125.62504,123.21625,179.46248,298.24695,177.16819,2382006,6.05217,8.56,8.36332,7.28,110.70522,7.72,0.42475,7.28,0,0,3,2,12.03241,6.71602,-0.79436,3.84511,8.37158,64.60134,0,16.60101,12.26263,9.19697,13.515625,13.09932806
311,265.95781,129.50743,173.63063,298.39634,177.26207,2391499,35.48419,9.61,47.01724,8.72,180.32054,7.61,6.09361,8.72,0,0,3,2,12.28472,8.74696,7.79042,10.07789,9.97844,50.68212,6.32031,16.50505,12.34091,9.23485,13.4916088,13.21387924
312,164.19388,127.92046,173.74399,298.43293,177.39888,2393824,28.86565,9.06,22.7574,8.22,111.7529,7.56,0.42475,8.22,0,0,3,2,12.35185,10.15743,6.99525,7.86275,6.22284,95.40646,59.29877,16.40909,12.41919,9.27273,13.24577225,13.14116926
313,125.14328,147.1057,174.40994,298.40854,177.1377,2392274,15.28481,8.94,19.05676,8.22,89.79346,7.5,0.42475,8.22,0,0,3,2,12.56019,7.21898,5.61344,5.27015,7.04719,71.84289,9.19728,16.31313,12.49747,9.31061,13.09002058,13.15651409
314,103.5776,138.91584,174.14073,298.36585,177.15218,2389562,11.00751,9.33,12.66596,8.33,79.50166,7.44,0.42475,8.33,0,0,3,2,12.40046,8.29135,6.69173,3.32513,7.06546,67.33133,8.8605,16.21717,12.57576,9.34848,13.10127315,13.05967078
315,105.84469,158.27111,173.67314,298.30793,177.35976,2385881,9.55842,9.11,11.80832,8,83.95772,7.44,0.42475,8,0,0,3,2,12.18287,10.22705,6.76434,1.04219,7.10159,111.15561,9.66581,16.12121,12.65404,9.38636,13.00872878,12.95013503
316,111.59743,152.63173,172.83715,298.2622,177.20821,2382975,9.78631,8.89,12.62076,7.89,88.49246,7.39,0.42475,7.89,0,0,3,2,12.13426,9.41597,7.72815,1.99246,9.5244,35.90469,1.2297,16.02525,12.73232,9.42424,12.9608089,12.87581983
317,109.92545,148.66432,167.22965,298.21951,177.21799,2380263,9.08176,8.83,10.35896,7.56,89.92216,7.56,0.42475,7.56,0,0,3,2,12.13889,11.55988,8.45669,1.77655,5.52484,121.23822,4.29257,15.92929,12.81061,9.46212,12.93396348,12.8324492
318,121.99769,140.41779,161.37064,298.19817,177.15142,2378907,8.66032,8.28,10.69072,6.94,102.02312,7.89,0.42475,6.94,0,0,3,2,12.17593,11.03515,3.47719,2.84292,3.72577,141.59222,0.64228,15.83333,12.88889,9.5,12.87643068,12.79054141
319,105.1929,141.63635,157.14229,298.15549,177.03468,2376200,7.24174,7.61,8.19704,6.61,89.31884,8,0.42475,6.61,0,0,3,2,12.06481,11.51755,1.75313,1.79055,8.14613,135.49474,0.00681,15.75463,12.83796,9.56019,12.79301698,12.74344136
320,104.68281,136.59208,150.66692,298.1189,177.05412,2373888,7.68748,7.39,9.47808,6.61,86.98168,8,0.42475,6.61,0,0,3,2,11.92824,10.78034,3.61518,3.05611,4.82361,133.20596,0.00265,15.67593,12.78704,9.62037,12.76482124,12.67637603
321,103.35089,138.63246,150.84049,298.07927,177.10836,2371384,7.13577,7.5,8.42892,6.44,87.31282,7.94,0.42475,6.44,0,0,3,2,11.89583,11.04882,2.88919,2.56152,1.73011,141.49747,0,15.59722,12.73611,9.68056,12.72820216,12.61432613
322,125.93676,160.9066,150.76492,298.03963,177.31911,2368880,10.14659,8.11,14.73764,7,100.06894,7.56,0.42475,7,0,0,3,2,11.97917,11.29831,0.87439,1.54153,4.23939,133.70615,0.00254,15.51852,12.68519,9.74074,12.72739841,12.62540188
323,100.37534,132.28461,149.70931,298.00305,177.56466,2366568,6.7042,9,8.0832,7.44,85.1472,7.5,0.42475,7.44,0,0,3,2,11.89352,13.15932,1.59251,2.29252,1.98403,134.93073,0.00311,15.43981,12.63426,9.80093,12.70084234,12.63766718
324,105.02287,121.88434,147.05493,297.98171,177.58143,2365220,7.78475,9.06,10.321,7.67,86.2935,7.17,0.42475,7.67,0,0,3,2,11.7963,14.97195,4.85656,1.79249,1.39981,135.52596,0.00361,15.36111,12.58333,9.86111,12.67039609,12.70900849
325,87.22623,130.13087,139.82032,297.93293,177.19423,2362138,6.4249,8.78,7.5204,7.5,72.8934,6.78,0.42475,7.5,0,0,3,2,11.74769,15.6812,6.42829,1.30485,5.50366,127.96996,0,15.28241,12.53241,9.9213,12.60352366,12.66493056
326,70.84651,125.11494,132.62467,297.87195,177.39355,2358285,5.53493,8.72,5.88828,7.39,59.17338,6.44,0.42475,7.39,0,0,3,2,11.66667,14.70224,5.94827,0.56714,7.64498,72.67281,0.00182,15.2037,12.48148,9.98148,12.56027674,12.55089727
327,82.40866,119.47556,133.67556,297.82927,177.50127,2355602,8.07508,8.44,11.12768,7.11,62.54328,6.17,0.42475,7.11,0,0,3,2,11.67361,13.69195,4.91624,1.18402,2.42617,132.60605,0,15.125,12.43056,10.04167,12.59811474,12.50631612
328,108.9336,123.92472,133.41579,297.81098,177.06072,2354452,9.16228,7.67,13.37888,6.67,85.52848,6.22,0.42475,6.67,0,0,3,2,11.53861,11.85098,4.44995,2.78905,3.87454,98.12556,0.00529,15.0463,12.37963,10.10185,12.65973061,12.40393379
329,103.12418,131.49113,136.66647,297.77134,176.97218,2351963,6.76261,6.5,8.54556,5.5,87.31826,6.17,0.42475,5.5,0,0,3,2,11.58565,9.19173,-1.16036,3.65661,0.31254,134.52618,0.00144,14.96759,12.3287,10.16204,12.59130658,12.20256237
330,92.24216,128.85564,136.09497,297.72256,177.12779,2348898,6.04367,6.11,7.15732,5.39,78.65422,6.06,0.42475,5.39,0,0,3,2,11.70833,8.35814,-4.44463,2.8778,0.99072,132.48447,0.00142,14.88889,12.27778,10.22222,12.51266718,12.14550805
331,90.62686,131.49113,132.43575,297.67683,177.48692,2346025,6.61956,6.5,8.31776,5.78,75.21696,6.17,0.42475,5.78,0,0,3,2,11.61574,10.31561,-3.82897,2.38326,0.43955,128.96097,0,14.78862,12.2019,10.18564,12.41427148,12.16894503
332,86.40441,148.91937,146.6877,297.60061,177.48565,2341237,7.04974,6.5,9.24504,5.67,69.56684,6.39,0.42475,5.67,0,0,3,2,11.63889,11.63984,-1.62723,1.39914,0.85081,127.61448,0.0038,14.68835,12.12602,10.14905,12.23707562,12.20875275
333,86.48942,131.37777,150.90425,297.54878,177.77858,2337985,6.67788,6.17,8.59648,5.44,70.71808,6.61,0.42475,5.44,0,0,3,2,11.49769,10.63041,-0.83034,1.62319,0.89545,127.25352,0.00707,14.58808,12.05014,10.11247,12.14933771,12.10265999
334,102.55741,144.81027,150.57954,297.5,177.39431,2334938,7.91079,6,11.08084,5.39,82.86614,6.72,0.42475,5.39,0,0,3,2,11.41435,9.28133,-1.03221,1.45349,1.74035,126.05966,0.00727,14.4878,11.97425,10.07588,12.11109504,11.96669239
335,103.09585,139.62431,150.98809,297.45732,177.45833,2332271,6.62601,6,8.49196,5.5,87.48266,6.56,0.42475,5.5,0,0,3,2,11.33102,8.57813,1.64453,0.82852,4.05441,103.14871,0.01397,14.38753,11.89837,10.0393,12.06796553,11.87149563
336,96.86135,139.28424,150.87946,297.40854,177.51524,2329224,6.24962,5.78,7.73352,5.17,82.44692,6.17,0.42475,5.17,0,0,3,2,11.29167,9.83406,1.98644,0.88663,0.86382,123.02171,0.01401,14.28726,11.82249,10.00271,12.18087706,11.83563207
337,91.10862,137.18719,150.82396,297.35671,177.18636,2325986,6.02411,6.5,7.33956,5.89,77.34726,6.33,0.42475,5.89,0,0,3,2,11.28472,9.30322,1.74135,1.13589,4.54838,120.00246,0,14.18699,11.74661,9.96612,12.12268519,11.85225373
338,108.11178,143.33666,150.31859,297.31707,177.36776,2323509,7.29234,7.28,9.83464,6.56,90.37844,6.5,0.42475,6.56,0,0,3,2,11.23148,11.98201,4.81802,1.18336,4.28126,106.91444,0.03125,14.08672,11.67073,9.92954,12.33166152,11.86842528
339,100.23365,146.00049,150.30088,297.26524,177.26588,2320271,6.28287,7.39,7.80052,6.39,85.71142,6.56,0.42475,6.39,0,0,4,1,11.22917,12.20714,4.06094,1.26426,5.37954,118.97104,0.02344,13.98645,11.59485,9.89295,12.55213156,11.89827675
340,115.64985,139.73766,145.66161,297.2378,177.64634,2318564,6.66044,6.67,8.68224,5.78,99.78304,6.56,0.42475,5.78,0,0,5,0,11.2662,10.73935,3.68202,0.71751,7.63537,69.74084,0.01009,13.88618,11.51897,9.85637,12.53856417,12.13588284
341,99.6102,127.29701,144.97912,297.20427,177.66768,2316481,6.78812,5.94,8.93952,5.28,83.34792,6.56,0.42475,5.28,0,0,5,0,11.16435,9.66727,2.697,1.05917,0.50926,119.03192,0.0625,13.78591,11.44309,9.81978,12.46198238,12.28485082
342,105.5613,131.3211,145.19284,297.17378,177.34769,2314588,6.68763,5.83,9.35748,5.61,88.99158,6.5,0.42475,5.61,0,0,5,0,11.125,8.29906,1.13388,1.47536,7.68583,112.79328,0.00129,13.68564,11.36721,9.7832,12.39973958,12.24739583
343,108.02676,140.5028,143.23394,297.1372,177.09858,2312315,7.6115,7.17,10.814,6.72,88.979,6.39,0.42475,6.72,0,0,5,0,11.08796,7.48403,5.37801,3.63373,9.53581,40.96046,0.02344,13.58537,11.29133,9.74661,12.33973122,12.2257909
344,111.7958,137.55559,141.66469,297.10671,177.46659,2310422,12.23187,8.11,14.11452,7.39,84.72542,6.33,0.42475,7.39,0,0,5,0,11.03009,8.80783,6.50224,3.31173,7.55121,60.07393,4.40813,13.48509,11.21545,9.71003,12.25096451,12.25935291
345,103.88933,132.73803,139.10595,297.06707,177.59134,2307960,9.80314,8.11,13.28144,7.33,80.04124,6.5,0.42475,7.33,0,0,5,0,10.98611,8.28053,6.39821,1.74359,8.95745,48.49732,2.76339,13.38482,11.13957,9.67344,12.18727495,12.23966161
346,116.01825,121.43092,136.16818,297.06098,178.05285,2307582,10.41246,8.22,15.15616,7.56,89.50836,6.78,0.42475,7.56,0,0,5,0,10.93981,8.90487,7.9075,5.53694,9.88068,30.02848,0.40162,13.28455,11.06369,9.63686,12.07303796,12.1368131
347,338.56131,124.60485,135.05707,297.30183,178.03874,2322557,55.56298,8.83,65.03608,9.11,213.60468,7.06,12.1889,9.11,0,0,5,0,10.93981,9.72553,8.94794,7.68739,9.98164,33.24363,14.51737,13.18428,10.9878,9.60027,11.92617436,11.91906186
348,949.08822,27.77183,140.93733,298.32622,178.02477,2387043,330.06552,8.5,210.96992,8.94,373.59632,7.33,61.55438,8.94,0,0,5,0,10.90046,10.54062,9.45511,12.57507,9.92928,43.6237,78.96801,13.08401,10.91192,9.56369,11.77438739,11.43938079
349,819.24073,2.1254,135.65926,299.21951,178.05793,2444235,236.85009,8.83,197.94364,9.17,348.37994,7.44,57.14794,9.17,0,0,5,0,10.81713,7.44421,6.73682,11.2725,9.98614,41.54923,70.9011,12.98374,10.83604,9.5271,11.79401802,11.10435957
350,1368.64127,11.36378,145.47151,300.67073,178.04357,2539106,460.62934,8.11,371.51664,8.39,454.69044,7.5,115.863,8.39,0,0,5,0,10.94907,7.42751,5.57449,8.58322,9.89902,50.84973,77.83107,12.88347,10.76016,9.49051,11.94138725,11.09182099
351,537.66835,49.16748,128.76354,301.18293,176.89177,2573178,136.70571,7.56,116.21316,7.67,263.26286,7.56,29.50072,7.67,0,0,5,0,10.6088,5.46493,2.87095,3.09774,9.5663,82.91486,23.30789,12.7832,10.68428,9.45393,11.77981932,10.88485404
352,364.97289,26.12819,126.37837,301.53659,177.15473,2596882,77.03725,6.67,65.581,6.56,214.4485,7.67,12.37323,6.56,0,0,5,0,10.46528,5.14297,2.55826,3.22648,7.90909,76.02621,4.56534,12.68293,10.6084,9.41734,11.49287873,10.6254501
353,322.83339,40.2975,122.3165,301.82927,177.46837,2616622,66.98372,4.67,61.37712,5.06,189.88752,7.67,10.95117,5.06,0,0,5,0,10.3287,5.59009,4.36165,8.14341,9.96751,53.11826,0.43764,12.58266,10.53252,9.38076,11.15589635,10.27924061
354,658.3058,18.08003,137.79647,302.4878,177.73031,2661434,107.25486,5.72,143.37656,6.61,395.88676,7.61,38.68937,6.61,0,0,5,0,10.24306,5.54921,4.65252,9.1065,9.98585,54.41486,32.91457,12.48238,10.45664,9.34417,11.15822724,10.23310507
355,592.30518,13.94259,131.92801,303.07622,177.97104,2701915,98.84642,6.28,130.34632,6.61,349.74572,7.5,34.28159,6.61,0,0,5,0,10.13426,5.71968,4.47739,2.94915,6.31757,57.23995,48.48539,12.38211,10.38076,9.30759,11.10680298,10.19452482
356,355.90454,32.56106,121.79696,303.40244,177.46113,2724546,63.40903,5.78,68.71188,5.94,218.22398,7.33,13.43232,5.94,0,0,5,0,10.08796,4.68148,1.56099,2.91411,1.75401,113.2663,10.01563,12.28184,10.30488,9.271,11.07384483,10.10179734
357,312.54648,101.11214,120.53353,303.6128,177.01753,2739208,45.50192,5.44,51.80432,5.61,212.87872,7.39,7.71295,5.61,0,0,5,0,10.15046,3.63052,-1.23995,1.62455,3.20164,115.78708,0.19531,12.18157,10.229,9.23442,10.94728002,10.11539662
358,243.20191,81.67186,119.2701,303.77439,176.8966,2750513,34.32251,5.78,39.57596,5.89,167.64166,7.56,3.57643,5.89,0,0,5,0,9.90662,3.43668,0.36986,1.55779,9.65362,30.74661,0.00781,12.0813,10.15312,9.19783,10.84188872,10.26292953
359,204.74642,85.72428,117.60521,303.89329,176.91032,2758844,29.35416,5.11,35.41936,5.22,138.44056,7.72,2.17036,5.22,0,0,5,0,9.7062,4.63866,2.8786,2.48775,9.89538,52.85489,0.07846,11.98103,10.07724,9.16125,10.77355822,10.31740087
360,261.42363,147.36075,184.99205,304.0061,176.77566,2766764,37.89731,5.61,48.68676,6.06,172.19846,7.89,6.65837,6.06,0,0,5,0,9.35185,4.80617,3.76614,4.8311,9.92157,38.73303,2.35704,11.88076,10.00136,9.12466,10.89052995,10.38725063
361,1071.96441,210.10242,293.30456,304.85671,177.00432,2827024,272.82082,7.28,254.62872,7.94,509.40612,8,76.32297,7.94,0,2.5,2.5,0,9.13536,10.12361,9.37812,10.4171,9.93756,37.86981,26.875,11.78049,9.92547,9.08808,10.94418864,10.14414685
362,2359.67063,87.84968,292.83225,307.04573,177.6123,2986036,788.09922,7.61,623.63512,8.17,804.77052,8.17,201.14787,8.17,0,5,0,0,9.17361,8.32106,6.93579,8.98848,8.80093,60.42062,50.23417,11.68022,9.84959,9.05149,10.97132202,10.0866448
363,1366.94095,138.85916,287.63684,308.19512,176.91984,3071966,378.45983,7.11,339.66868,7.78,567.36678,8.22,105.08969,7.78,0,5,0,0,9.06481,5.48248,4.38319,4.30015,9.67871,55.78465,31.18567,11.57995,9.77371,9.01491,10.89682999,10.02242477
364,1086.70049,108.02676,266.12312,309.09451,177.09261,3140398,251.28993,6.89,265.68828,7.61,522.55338,8.11,80.06412,7.61,0,5,0,0,9.01852,6.14265,5.29133,8.35434,9.97097,37.51849,11.65625,11.47967,9.69783,8.97832,10.70514907,9.952470813
365,1338.60235,155.04051,345.2941,310.16463,177.94157,3223197,270.40035,7.39,324.6786,7.94,689.7631,8.06,100.01895,7.94,0,5,0,0,9,6.30624,5.43515,4.84115,9.71954,4.0266,42.09715,11.3794,9.62195,8.94173,10.6652269,10.1112474
1,767.06936,272.1923,422.71753,310.60671,177.28045,3257834,153.71894,7.06,161.54824,7.5,424.15404,8.28,44.83636,7.5,0,5,0,0,8.89754,6.13582,5.15945,1.08513,9.42506,35.12113,3.17969,11.27913,9.54607,8.90515,10.62918652,10.18625383
2,544.46962,304.15825,417.28596,310.82012,177.35112,3274655,105.28766,7.28,105.54536,7.61,318.12156,8.44,25.89209,7.61,0,5,0,0,8.8912,7.84257,6.05522,2.12325,9.5217,53.00949,1.71094,11.17886,9.47019,8.86856,10.55574846,10.29304913
3,437.60474,357.71821,400.75511,310.89024,177.42226,3280190,90.88974,7,80.91504,7.33,255.75684,8.28,17.56032,7.33,0,5,0,0,8.83102,9.92415,7.39671,1.27949,6.41403,101.6182,1.70313,11.07859,9.39431,8.83198,10.46958591,10.4059928
4,383.30797,312.71651,355.88565,310.95122,176.97104,3285004,81.3773,6.83,67.2208,7.28,227.6218,8,12.92793,7.28,0,5,0,0,8.96991,11.36459,8.50842,2.10954,8.24535,56.2711,0.47656,10.97832,9.31843,8.79539,10.42864262,10.35538837
5,350.32184,305.40515,343.36943,310.99085,176.84172,3288134,74.50929,6.61,56.82684,6.72,213.76714,7.67,9.41193,6.72,0,5,0,0,9.03935,11.24405,7.75939,3.06621,2.34637,114.83973,0.10156,10.87805,9.24255,8.75881,10.42816037,10.33352623
6,319.00768,287.80687,345.6129,311.01829,177.16209,3290303,69.52096,6.33,47.35216,6.44,198.12936,7.39,6.20691,6.44,0,5,0,0,8.91435,9.32971,3.54555,2.75261,0.76302,121.78708,0,10.77778,9.16667,8.72222,10.34680427,10.29584619
7,369.16701,270.18026,304.75808,311.10061,177.19284,3296809,70.50281,6.44,52.77476,6.44,241.71146,7.17,8.04123,6.44,0,5,0,0,8.95602,8.10442,2.26223,2.11254,0,124.42419,0,10.73333,9.14691,8.70864,10.25737847,10.1838831
8,264.34251,222.62808,265.28477,311.1372,177.1701,3299701,58.9041,6.94,43.1036,6.89,159.2906,7,4.76973,6.89,0,5,0,0,8.90509,8.71404,3.18767,1.10553,5.57307,108.24591,0,10.68889,9.12716,8.69506,10.18860918,10.12051505
9,281.34567,176.23778,222.9894,311.22866,177.28354,3306930,63.47701,7.33,55.45796,7.33,158.60866,6.83,8.94888,7.33,0,5,0,0,8.90741,7.81882,6.34293,1.37217,9.96486,55.17157,0,10.64444,9.10741,8.68148,10.11231674,10.02371078
10,371.15071,163.79714,194.07221,311.41159,177.05856,3321443,85.04518,7.28,73.50728,7.33,206.20988,6.72,15.05448,7.33,0,5,0,0,9.03241,8.07464,6.98576,3.28117,9.37896,66.96165,4.14063,10.6,9.08765,8.6679,10.13143004,9.929510674
11,456.50659,113.15605,186.50344,311.71341,177.05589,3345475,111.15642,7.61,88.33632,7.83,245.42572,6.72,20.07074,7.83,0,5,0,0,8.8287,8.60407,7.85011,3.07106,9.94362,43.87159,14.38281,10.55556,9.0679,8.65432,10.07809285,9.833654835
12,757.34922,91.56203,193.97775,312.29268,177.15574,3391932,244.6477,8,154.2392,8.28,332.7182,6.72,42.36391,8.28,0,5,0,0,8.71991,11.04125,10.4598,6.09246,9.8409,37.26452,12.43168,10.51111,9.04815,8.64074,9.981047454,9.794528035
